alive,18-Jun-2018 14:37:14
wakeup,18-Jun-2018 14:37:40
alive,18-Jun-2018 14:37:44
Stopped,18-Jun-2018 14:38:57,MATLAB:class:InvalidHandle
wakeup,18-Jun-2018 14:40:06
alive,18-Jun-2018 14:40:10
shutdown,18-Jun-2018 14:41:00
wakeup,18-Jun-2018 14:42:32
alive,18-Jun-2018 14:42:41
Stopped,18-Jun-2018 14:44:27,MATLAB:class:InvalidHandle
wakeup,18-Jun-2018 14:46:03
alive,18-Jun-2018 14:46:07
shutdown,18-Jun-2018 14:47:00
wakeup,18-Jun-2018 14:50:44
alive,18-Jun-2018 14:50:52
Stopped,18-Jun-2018 14:52:00,MATLAB:class:InvalidHandle
wakeup,18-Jun-2018 14:57:29
Stopped,18-Jun-2018 14:57:33,MATLAB:fileparts:MustBeChar
wakeup,18-Jun-2018 14:57:45
wakeup,18-Jun-2018 14:58:49
Stopped,18-Jun-2018 14:58:53,MATLAB:fileparts:MustBeChar
wakeup,18-Jun-2018 14:59:19
wakeup,18-Jun-2018 15:00:32
wakeup,18-Jun-2018 15:01:42
Stopped,18-Jun-2018 15:01:49,MATLAB:fileparts:MustBeChar
wakeup,18-Jun-2018 15:02:23
alive,18-Jun-2018 15:02:30
Stopped,18-Jun-2018 15:03:04,MATLAB:class:InvalidHandle
wakeup,18-Jun-2018 15:03:14
wakeup,18-Jun-2018 15:03:34
alive,18-Jun-2018 15:03:38
Stopped,18-Jun-2018 15:08:09,MATLAB:hgbuiltins:object_creation:InvalidFigureArgHandle
wakeup,18-Jun-2018 15:09:05
alive,18-Jun-2018 15:09:09
wakeup,18-Jun-2018 15:14:14
alive,18-Jun-2018 15:14:18
alive,18-Jun-2018 15:29:18
Stopped,18-Jun-2018 15:30:24,MATLAB:hgbuiltins:object_creation:InvalidFigureArgHandle
wakeup,18-Jun-2018 15:31:09
alive,18-Jun-2018 15:31:13
wakeup,18-Jun-2018 15:39:44
alive,18-Jun-2018 15:39:53
alive,18-Jun-2018 15:54:53
alive,18-Jun-2018 16:09:53
alive,18-Jun-2018 16:24:53
alive,18-Jun-2018 16:39:53
alive,18-Jun-2018 16:54:53
alive,18-Jun-2018 17:09:53
alive,18-Jun-2018 17:24:53
alive,18-Jun-2018 17:39:53
alive,18-Jun-2018 17:54:53
alive,18-Jun-2018 18:09:53
alive,18-Jun-2018 18:24:53
alive,18-Jun-2018 18:39:53
alive,18-Jun-2018 18:54:53
alive,18-Jun-2018 19:09:53
alive,18-Jun-2018 19:24:53
alive,18-Jun-2018 19:39:53
alive,18-Jun-2018 19:54:53
alive,18-Jun-2018 20:09:53
alive,18-Jun-2018 20:24:53
alive,18-Jun-2018 20:39:53
alive,18-Jun-2018 20:54:53
alive,18-Jun-2018 21:09:53
alive,18-Jun-2018 21:24:53
alive,18-Jun-2018 21:39:54
alive,18-Jun-2018 21:54:54
alive,18-Jun-2018 22:09:54
alive,18-Jun-2018 22:24:54
alive,18-Jun-2018 22:39:54
alive,18-Jun-2018 22:54:54
alive,18-Jun-2018 23:09:54
alive,18-Jun-2018 23:24:54
alive,18-Jun-2018 23:39:54
alive,18-Jun-2018 23:54:54
alive,19-Jun-2018 00:09:54
alive,19-Jun-2018 00:24:54
alive,19-Jun-2018 00:39:54
alive,19-Jun-2018 00:54:54
alive,19-Jun-2018 01:09:54
alive,19-Jun-2018 01:24:54
alive,19-Jun-2018 01:39:54
alive,19-Jun-2018 01:54:54
alive,19-Jun-2018 02:09:54
alive,19-Jun-2018 02:24:54
alive,19-Jun-2018 02:39:54
alive,19-Jun-2018 02:54:54
alive,19-Jun-2018 03:09:54
alive,19-Jun-2018 03:24:54
alive,19-Jun-2018 03:39:54
alive,19-Jun-2018 03:54:54
alive,19-Jun-2018 04:09:54
alive,19-Jun-2018 04:24:54
alive,19-Jun-2018 04:39:54
alive,19-Jun-2018 04:54:54
alive,19-Jun-2018 05:09:54
alive,19-Jun-2018 05:24:54
alive,19-Jun-2018 05:39:54
alive,19-Jun-2018 05:54:54
alive,19-Jun-2018 06:09:54
alive,19-Jun-2018 06:24:54
alive,19-Jun-2018 06:39:54
alive,19-Jun-2018 06:54:54
alive,19-Jun-2018 07:09:54
alive,19-Jun-2018 07:24:54
alive,19-Jun-2018 07:39:54
alive,19-Jun-2018 07:54:54
alive,19-Jun-2018 08:09:54
alive,19-Jun-2018 08:24:54
alive,19-Jun-2018 08:39:54
alive,19-Jun-2018 08:54:54
alive,19-Jun-2018 09:09:54
alive,19-Jun-2018 09:24:54
alive,19-Jun-2018 09:39:54
alive,19-Jun-2018 09:54:54
alive,19-Jun-2018 10:09:54
alive,19-Jun-2018 10:24:54
alive,19-Jun-2018 10:39:54
alive,19-Jun-2018 10:54:54
alive,19-Jun-2018 11:09:54
alive,19-Jun-2018 11:24:54
alive,19-Jun-2018 11:39:54
alive,19-Jun-2018 11:54:54
alive,19-Jun-2018 12:09:54
alive,19-Jun-2018 12:24:54
alive,19-Jun-2018 12:39:54
alive,19-Jun-2018 12:54:54
alive,19-Jun-2018 13:09:54
alive,19-Jun-2018 13:24:54
alive,19-Jun-2018 13:39:54
alive,19-Jun-2018 13:54:54
alive,19-Jun-2018 14:09:54
alive,19-Jun-2018 14:24:54
alive,19-Jun-2018 14:39:54
shutdown,19-Jun-2018 14:47:00
wakeup,19-Jun-2018 14:48:30
alive,19-Jun-2018 14:48:38
alive,19-Jun-2018 15:03:38
alive,19-Jun-2018 15:18:38
alive,19-Jun-2018 15:33:38
alive,19-Jun-2018 15:48:38
alive,19-Jun-2018 16:03:38
alive,19-Jun-2018 16:18:38
alive,19-Jun-2018 16:33:38
alive,19-Jun-2018 16:48:38
alive,19-Jun-2018 17:03:38
alive,19-Jun-2018 17:18:38
alive,19-Jun-2018 17:33:38
alive,19-Jun-2018 17:48:38
alive,19-Jun-2018 18:03:38
alive,19-Jun-2018 18:18:38
alive,19-Jun-2018 18:33:38
alive,19-Jun-2018 18:48:38
alive,19-Jun-2018 19:03:38
alive,19-Jun-2018 19:18:38
alive,19-Jun-2018 19:33:38
alive,19-Jun-2018 19:48:38
alive,19-Jun-2018 20:03:38
alive,19-Jun-2018 20:18:38
alive,19-Jun-2018 20:33:38
alive,19-Jun-2018 20:48:38
alive,19-Jun-2018 21:03:38
alive,19-Jun-2018 21:18:38
alive,19-Jun-2018 21:33:39
alive,19-Jun-2018 21:48:39
alive,19-Jun-2018 22:03:39
alive,19-Jun-2018 22:18:39
wakeup,19-Jun-2018 22:23:06
alive,19-Jun-2018 22:23:11
Stopped,19-Jun-2018 22:25:13,MATLAB:class:InvalidHandle
wakeup,19-Jun-2018 22:25:20
alive,19-Jun-2018 22:25:24
alive,19-Jun-2018 22:40:24
alive,19-Jun-2018 22:55:24
alive,19-Jun-2018 23:10:24
alive,19-Jun-2018 23:25:24
alive,19-Jun-2018 23:40:24
alive,19-Jun-2018 23:55:24
alive,20-Jun-2018 00:10:24
alive,20-Jun-2018 00:25:24
alive,20-Jun-2018 00:40:24
alive,20-Jun-2018 00:55:24
alive,20-Jun-2018 01:10:24
alive,20-Jun-2018 01:25:24
alive,20-Jun-2018 01:40:24
alive,20-Jun-2018 01:55:24
shutdown,20-Jun-2018 02:02:00
wakeup,20-Jun-2018 02:03:29
alive,20-Jun-2018 02:03:38
alive,20-Jun-2018 02:18:38
alive,20-Jun-2018 02:33:38
